nk,sk,tcg,name,set,sf,ck,mp
preordain,jumpstart2022,1.78,Preordain,Jumpstart 2022,c95460ec-153d-4fe0-a261-f9840a174308,2.79,0.97
brainstorm,masters25,1.78,Brainstorm,Masters 25,2ea8d5cb-cf7e-4194-8019-812b3f56cf20,2.49,1.49
eternalwitness,anthology,1.8,Eternal Witness,Commander Anthology,0a520b45-77fa-4b9f-b395-06c58939578d,2.49,2.24
swordstoplowshares,doctorwho,1.8,Swords to Plowshares,Universes Beyond: Doctor Who,4bc8dea8-a6af-4bba-affa-92aca36a8413,2.29,1.45
strixserenade,modernhorizons3,1.8,Strix Serenade,Modern Horizons 3,42ac5ac7-b2f9-4e6f-af41-7e42ac816374,2.79,0.52
ponder,2018,1.8,Ponder,Commander 2018,91382955-bcfc-4fb6-8cce-dc107e5b4c32,4.49,3.9
pathtoexile,explorersofixalan,1.8,Path to Exile,Explorers of Ixalan,30b68ec2-bdb8-46ab-a741-36259926fd6f,2.49,1.77
swordstoplowshares,masters,1.81,Swords to Plowshares,Commander Masters,42ecba4b-9624-428f-a8af-dd88139ab13c,3.49,1.8
notionthief,dragonsmaze,1.81,Notion Thief,Dragon's Maze,728e660b-ad8b-49d2-a7e5-6588e496519b,2.79,1.66
solring,2019,1.81,Sol Ring,Commander 2019,e672d408-997c-4a19-810a-3da8411eecf2,2.49,1.36
adaptiveautomaton,explorersofixalan,1.82,Adaptive Automaton,Explorers of Ixalan,a3a74bb9-b850-4d94-81f4-ffe062e91c49,2.79,1.21
blueelementalblast,masters25,1.82,Blue Elemental Blast,Masters 25,2f51f88f-f662-4572-a371-9a77718ed079,2.99,1.1
copyenchantment,ravnicaremastered,1.82,Copy Enchantment,Ravnica Remastered,ce82b316-8982-41bf-a990-6b776a9e83ac,2.29,1.61
knightofthereliquary,timespiralremastered,1.83,Knight of the Reliquary,Time Spiral: Remastered,fcba497e-14de-4977-9e5a-0533b6b0de60,1.79,1.4
snowcoveredisland,jumpstart2022,1.83,Snow-Covered Island,Jumpstart 2022,fe6b4706-5452-4c50-872d-2d04f96407a8,2.99,2.12
solring,,1.84,Sol Ring,Commander,71357a3d-9a9f-4ec6-8e01-1966b220206c,2.99,1.85
expeditionmap,doublemasters,1.86,Expedition Map,Double Masters,551c0a45-9515-4e51-84e5-79703832a661,2.99,1.02
blueelementalblast,signaturespellbookjace,1.87,Blue Elemental Blast,Signature Spellbook: Jace,6582b980-3e4b-422a-9a6c-1927ae966d7e,2.99,1.42
blinkmothnexus,modernmasters2015,1.87,Blinkmoth Nexus,Modern Masters 2015,a8f0e338-fe48-4108-b1a4-0bc9bf4ed708,2.49,1.03
mindstone,weatherlight,1.88,Mind Stone,Weatherlight,162e81d3-6cd4-4cb8-8ed8-cfbd8d34ca71,1.49,1.4
blasphemousact,2016,1.88,Blasphemous Act,Commander 2016,4412df00-abfd-4e8f-882d-4566eaa74ee4,2.29,1.8
ponder,doctorwho,1.88,Ponder,Universes Beyond: Doctor Who,262285ab-3a6f-4932-b53b-8ab20bcad955,3.99,2.15
fellwarstone,2017,1.88,Fellwar Stone,Commander 2017,20086120-2e91-4989-b776-7bf6674b91ff,1.79,1.28
changelingoutcast,legendsbattleforbaldursgate,1.88,Changeling Outcast,Commander Legends: Battle for Baldur's Gate,0d2c053f-0ef8-45f2-b2af-24cbb9a7fec4,1.49,1.92
pathtoexile,outlawsofthunderjunctionbreakingnews,1.88,Path to Exile,Outlaws of Thunder Junction: Breaking News,aa112736-7596-448a-be2f-0798acb3b2ee,2.49,1.36
tyvarjubilantbrawler,phyrexiaallwillbeone,1.89,"Tyvar, Jubilant Brawler",Phyrexia: All Will Be One,66605fe1-9a20-4c95-b53e-1249cedb978b,2.29,1.04
treasurevault,adventuresinforgottenrealms,1.89,Treasure Vault,Adventures in the Forgotten Realms,a0931eb3-b403-4b1a-ad46-a7b0a51bb9a4,2.49,1.08
brainstorm,,1.9,Brainstorm,Commander,beb755c1-9221-480e-bef9-73f1f13a3345,3.49,1.62
blinkmothnexus,doublemasters,1.9,Blinkmoth Nexus,Double Masters,3ac535c1-9ef3-45b5-8959-7e79589d47ad,2.29,2.03
swamp,therosbeyonddeath,1.91,Swamp,Theros Beyond Death,66bb5192-58bc-4efe-a145-2e804fd3483d,0.49,0.23
eternalwitness,legends,1.91,Eternal Witness,Commander Legends,d74e7ded-d063-4d90-a9ff-91c44a8098d7,1.79,1.43
swordstoplowshares,battlebond,1.93,Swords to Plowshares,Battlebond,6ff9af62-1895-465a-b1f3-61f0d8318958,2.79,1.42
buriedalive,,1.93,Buried Alive,Commander,1f82e318-ed20-40a1-b9b6-2aad10751e19,2.99,1.71
brainstorm,eternalmasters,1.93,Brainstorm,Eternal Masters,3e4e6787-af32-44f2-ac56-6f348254aa6d,2.79,1.55
talismanofdominance,doctorwho,1.93,Talisman of Dominance,Universes Beyond: Doctor Who,827edf4f-2442-4c9d-8aac-3dead3af3146,2.49,1.92
expeditionmap,jumpstart2022,1.95,Expedition Map,Jumpstart 2022,ff02f3e9-7bee-486c-9f19-9fac52c93418,3.99,1.22
snowcoveredmountain,iceage,1.95,Snow-Covered Mountain,Ice Age,ccd3afb3-5574-4f2d-adbe-969a428f1c63,1.79,2.08
snowcoveredisland,modernhorizons,1.95,Snow-Covered Island,Modern Horizons,8ac1fceb-8427-409c-98a4-9a5c1ff980b4,1.99,1.29
sculptingsteel,2021,1.96,Sculpting Steel,Commander 2021,7752f944-9e03-4604-b330-0c0aeee2d627,3.49,1.87
abruptdecay,returntoravnica,1.97,Abrupt Decay,Return to Ravnica,3b1e92b4-6e53-4dba-a572-c67e01965ac5,2.99,1.71
flareofmalice,modernhorizons3,1.97,Flare of Malice,Modern Horizons 3,19efb9ce-62eb-4cbf-b01e-979f3fd09ba6,2.99,1.33
brainstorm,dueldecksizzetvsgolgari,1.98,Brainstorm,Duel Decks: Izzet vs. Golgari,7d496cc9-e9d0-43b0-93e5-3730022fe315,2.79,1.71
eternalwitness,dueldecksizzetvsgolgari,1.98,Eternal Witness,Duel Decks: Izzet vs. Golgari,223d3782-f530-4efb-a0fd-088534b4d545,2.29,2.08
sowingmycospawn,modernhorizons3,1.98,Sowing Mycospawn,Modern Horizons 3,cdfadb17-76ad-4d4d-9fa7-33c4b88b4c0a,2.79,1.04
avenmindcensor,futuresight,2.0,Aven Mindcensor,Future Sight,5b8ede8a-5317-4662-b964-a9bd202a4aab,0.99,1.35
swamp,jurassicworldcollection,2.0,Swamp,Universes Beyond: Jurassic World Collection,843b35ec-7b59-4a22-8fee-2e876a02306b,1.99,1.23
swamp,ikorialairofbehemoths,2.01,Swamp,Ikoria: Lair of Behemoths,e1d99025-46bc-4848-bcbc-bee858ed906c,0.49,0.15
gravecrawler,doublemasters2022,2.02,Gravecrawler,Double Masters 2022,951ff2ed-9af0-4551-929a-ba6679fc2e15,1.99,1.04
eternalwitness,masters,2.02,Eternal Witness,Commander Masters,39704000-65d3-4d39-849e-a3b617376bbc,1.99,1.38
yavimayacoast,10thedition,2.03,Yavimaya Coast,10th Edition,7d1d58ea-39f2-4bdb-a960-b610c39e35e3,3.49,2.49
clarionconqueror,tarkirdragonstorm,2.04,Clarion Conqueror,Tarkir: Dragonstorm,f892d156-371c-4391-8ae6-25513c5032b0,3.49,1.56
solring,fallout,2.06,Sol Ring,Universes Beyond: Fallout,e675f7e2-5c9f-4912-8fdd-daaeda284a3d,2.49,1.45
galvanicblast,scarsofmirrodin,2.09,Galvanic Blast,Scars of Mirrodin,f5881bbc-8600-464d-9dcd-5a7780918d1d,2.99,1.87
archonofemeria,zendikarrising,2.1,Archon of Emeria,Zendikar Rising,228c1650-da3c-4099-91b6-18e3873c9cdb,2.49,1.35
curiosity,exodus,2.1,Curiosity,Exodus,fee17ef5-7e1a-42ae-b680-df81204df7dd,1.99,1.62
curiosity,wildsofeldraineenchantingtales,2.11,Curiosity,Wilds of Eldraine: Enchanting Tales,96056dc1-b989-4c87-8ad9-7a9dd99dd7fc,1.99,0.78
lotusfield,coreset2020,2.11,Lotus Field,Core Set 2020,0e013033-3995-4ba8-b0c3-0614c79aaaab,3.99,1.95
themycosynthgardens,phyrexiaallwillbeone,2.12,The Mycosynth Gardens,Phyrexia: All Will Be One,5a931463-25f6-4e31-95b4-bb4a9388009b,1.29,0.33
oborobreezecaller,saviorsofkamigawa,2.12,Oboro Breezecaller,Saviors of Kamigawa,a382a9b8-0b19-46c2-a547-a22d6e23d0ac,0.99,1.52
greatfurnace,2018,2.12,Great Furnace,Commander 2018,ce29187f-6c0b-4a38-a3f3-b152c1fa6613,3.99,2.73
knightofthereliquary,conflux,2.13,Knight of the Reliquary,Conflux,ad8b8518-c09e-4cb7-95b2-08e4e370d89c,2.29,2.34
fabledpassage,coreset2021,2.14,Fabled Passage,Core Set 2021,d313d051-7295-4884-8cbf-f2f835fd45f4,2.79,1.62
gravecrawler,dueldecksblessedvscursed,2.14,Gravecrawler,Duel Decks: Blessed vs. Cursed,3c189fe5-a5f9-4057-bb70-0a88ae3169de,2.49,1.03
seatofthesynod,2016,2.14,Seat of the Synod,Commander 2016,ccd300af-057e-4ea2-8132-7e33c8f34e08,2.29,0.98
preordain,secretsofstrixhavenmysticalarchive,2.16,Preordain,Secrets of Strixhaven: Mystical Archive,8221b564-acf0-4d82-94f5-2ba1337ff5e1,3.49,1.45
thelastagnikai,avatarlastairbender,2.17,The Last Agni Kai,Avatar: The Last Airbender,61eaebc6-7575-48ed-b212-ff8b0c7ae694,3.49,1.28
mishrasbauble,iconicmasters,2.17,Mishra's Bauble,Iconic Masters,8dbe32c7-180f-4b9e-b260-0ff1d9017e28,3.49,3.12
yavimayacoast,9thedition,2.17,Yavimaya Coast,9th Edition,9e2eff74-8dcc-4c4b-8d74-c93b12966e88,4.99,3.85
gravecrawler,darkascension,2.19,Gravecrawler,Dark Ascension,48d73cb5-22ac-43df-9c4b-0c860bb80b3e,2.99,1.33
mistbladeshinobi,betrayersofkamigawa,2.19,Mistblade Shinobi,Betrayers of Kamigawa,5c06f58f-0419-4637-8060-4a93670a4c68,1.49,2.06
mirrorpool,oathofgatewatch,2.2,Mirrorpool,Oath of the Gatewatch,edbea2b5-eed3-464b-9d5c-9591f309f298,4.49,2.52
grapeshot,strixhavenmysticalarchive,2.2,Grapeshot,Strixhaven: Mystical Archive,b99b45df-9602-4037-a695-09decb5f21d7,3.49,2.6
brainstorm,iceage,2.2,Brainstorm,Ice Age,8d42d7aa-7f53-4cfc-842a-086aab2448d1,3.49,1.51
solring,starterdecks,2.2,Sol Ring,Starter Commander Decks,1b023575-4cb5-434f-92ef-d3b81aaa3c3e,2.49,1.39
deafeningsilence,throneofeldraine,2.22,Deafening Silence,Throne of Eldraine,6072d9b0-d3c7-46f4-bd24-095bb13c4dea,1.79,1.04
pyrokinesis,dueldecksheroesvsmonsters,2.22,Pyrokinesis,Duel Decks: Heroes vs. Monsters,62c403ad-e550-4f5d-afd8-d8393731fa9c,3.99,2.34
pathtoexile,,2.23,Path to Exile,Commander,70d265d4-a2ea-466c-9b4b-c4eebaf13aab,3.49,5.19
knightofthereliquary,modernmasters,2.24,Knight of the Reliquary,Modern Masters,76cde4a6-128d-447f-9659-ceb3b345ed33,2.29,1.76
maskwoodnexus,legendsbattleforbaldursgate,2.25,Maskwood Nexus,Commander Legends: Battle for Baldur's Gate,1246c42d-57c0-4cba-959a-15ad89d8a50b,1.99,1.8
eternalwitness,modernmasters,2.26,Eternal Witness,Modern Masters,02902fcc-eefc-4e81-aafd-59fa203a71d7,2.79,2.19
brainstorm,doublemasters,2.27,Brainstorm,Double Masters,baeb0421-b7af-44cd-a7f6-7daaa3dcaa38,2.79,1.51
snowcoveredisland,coldsnap,2.28,Snow-Covered Island,Coldsnap,6abf0692-07d1-4b72-af06-93d0e338589d,2.79,2.27
swordstoplowshares,warhammer40000,2.29,Swords to Plowshares,"Universes Beyond: Warhammer 40,000",99263917-25ca-4d54-b1f9-d6d316747088,3.99,1.97
island,jurassicworldcollection,2.29,Island,Universes Beyond: Jurassic World Collection,76c343f5-6955-4ba2-a435-36d55182d1dd,3.49,2.0
leylineofthevoid,timespiralremastered,2.29,Leyline of the Void,Time Spiral: Remastered,186eea73-46c5-4532-ac94-326db7d6f0cb,4.49,1.51
cullingritual,masters,2.3,Culling Ritual,Commander Masters,1422a569-d94e-41e7-b9e1-78b2e9fe505f,0.79,0.95
brainstorm,2021,2.3,Brainstorm,Commander 2021,0359f212-9564-41a9-870b-d2c57455a695,2.79,1.55
eternalwitness,timespiralremastered,2.3,Eternal Witness,Time Spiral: Remastered,584dfb52-4a6c-4a33-9ae1-12227b938f9a,3.49,2.59
wardenofthegrove,tarkirdragonstorm,2.32,Warden of the Grove,Tarkir: Dragonstorm,2414db96-0e2b-4f7c-9b97-41f8e310b752,2.79,2.05
vexingbauble,modernhorizons3,2.32,Vexing Bauble,Modern Horizons 3,29f11089-658f-42e6-aeb0-09b512ad2479,4.49,1.67
solring,2014,2.32,Sol Ring,Commander 2014,b79cb394-eb91-4b3b-91d4-c6a0f723feb1,2.79,1.51
pathtoexile,dueldecksvenservskoth,2.32,Path to Exile,Duel Decks: Venser vs. Koth,33d86b21-1024-4b8e-a7f1-edefa80d9f51,3.99,2.07
skirgefamiliar,urzassaga,2.33,Skirge Familiar,Urza's Saga,935ee538-3ea1-4a80-bb8f-01d562f63b5d,1.79,0.84
maskwoodnexus,kaldheim,2.34,Maskwood Nexus,Kaldheim,471d2aef-cfd4-4131-bbc7-62eeed9f3343,2.29,1.4
ruthlesstechnomancer,foundationsjumpstart,2.34,Ruthless Technomancer,Foundations Jumpstart,5a9832da-b790-47a7-b19a-360e5f90dc25,5.49,2.43
blinkmothnexus,modernmasters,2.35,Blinkmoth Nexus,Modern Masters,4b0e0482-d1e6-420f-9a8a-a675345fc09b,2.79,1.82
daze,dueldecksanthology,2.35,Daze,Duel Decks: Anthology,90261920-05c2-4297-8531-7b813e51545b,2.99,2.93
sculptingsteel,doublemasters,2.36,Sculpting Steel,Double Masters,d4f54dc9-3b27-4e90-a423-3aeeb4cedb06,2.99,2.07
goblinbombardment,modernhorizons2,2.36,Goblin Bombardment,Modern Horizons 2,e262f55e-9239-4a97-a19e-9b08fb34502e,3.99,2.44
rograkhsonofrohgahh,legends,2.36,"Rograkh, Son of Rohgahh",Commander Legends,a4fab67f-00c2-4125-9262-d21a29411797,2.99,2.07
blasphemousact,doublemasters,2.37,Blasphemous Act,Double Masters,fff02fcd-241e-4a3e-a0d0-5adc90e7d0db,1.99,1.57
virtueofcourage,wildsofeldraine,2.38,Virtue of Courage,Wilds of Eldraine,8b0e6daf-0dec-4718-af79-b7ce137c3135,3.99,2.31
commandeer,outlawsofthunderjunctionbreakingnews,2.38,Commandeer,Outlaws of Thunder Junction: Breaking News,e473db8a-ee0e-4753-aaab-76eda5808075,4.49,1.82
talismanofdominance,fallout,2.41,Talisman of Dominance,Universes Beyond: Fallout,4f294565-2bbc-49c6-9777-42160c0afe3e,2.49,1.91
ghostlypilferer,coreset2021,2.41,Ghostly Pilferer,Core Set 2021,2810631f-c55c-4947-a26f-4d3ce76024b3,4.49,2.08
daze,dueldecksjacevschandra,2.42,Daze,Duel Decks: Jace vs. Chandra,bbac85b3-1b40-49c7-8f79-bde83d4a0791,3.49,2.59
galvanicblast,dueldeckselvesvsinventors,2.43,Galvanic Blast,Duel Decks: Elves vs. Inventors,e3ba390c-26d4-4086-ab7e-db5e61bd9db9,2.99,2.9
island,globalseriesjiangyanggumuyanling,2.43,Island,Global Series Jiang Yanggu & Mu Yanling,7f4cc1dc-7785-4375-a37c-8b2aaae91945,0.59,1.12
snowcoveredswamp,iceage,2.43,Snow-Covered Swamp,Ice Age,65a3c27f-6b15-49b6-ac89-36cfb79b3b54,1.99,0.98
naturesclaim,timespiralremastered,2.44,Nature's Claim,Time Spiral: Remastered,0faca514-b7f3-4d34-a259-d03bad50611b,3.49,1.97
stormkilnartist,strixhavenschoolofmages,2.44,Storm-Kiln Artist,Strixhaven: School of Mages,fa96b8dc-233a-4884-ab84-235cbc7df0b6,2.29,1.65
blasphemousact,warhammer40000,2.46,Blasphemous Act,"Universes Beyond: Warhammer 40,000",23ed787e-8034-45c7-b4cf-1a05d300beea,3.49,2.59
brainstorm,signaturespellbookjace,2.47,Brainstorm,Signature Spellbook: Jace,3cd19bdf-64f1-4c59-920b-1165f3551928,2.99,2.31
boltbend,foundations,2.48,Bolt Bend,Foundations,cf01af2c-68e5-4bb5-81de-f3a1b860fb2e,4.99,2.81
mishrasbauble,doublemasters,2.48,Mishra's Bauble,Double Masters,45bbbf9b-8fee-4c32-a513-02dac6ac8a39,3.49,2.3
lightningbolt,doublemasters2022,2.49,Lightning Bolt,Double Masters 2022,f29ba16f-c8fb-42fe-aabf-87089cb214a7,2.29,1.28
mirrormade,throneofeldraine,2.49,Mirrormade,Throne of Eldraine,a10c1407-d397-4caa-b7b7-e7d91ffd4ee9,3.99,1.85
abruptdecay,modernmasters2017,2.5,Abrupt Decay,Modern Masters 2017,a8e328c6-3a84-49cf-a1a3-1d1e5373d274,2.99,1.62
galvanicblast,doublemasters,2.51,Galvanic Blast,Double Masters,0cf8cb1e-314a-4894-82df-f9812825f52e,2.99,2.03
necrodominance,modernhorizons3,2.51,Necrodominance,Modern Horizons 3,ffc0109c-f939-4424-820e-d6e60cacd794,4.99,1.8
lightningbolt,jumpstart,2.52,Lightning Bolt,Jumpstart,ce711943-c1a1-43a0-8b89-8d169cfb8e06,2.29,1.64
sparkmage,odyssey,2.52,Spark Mage,Odyssey,cff5902e-2ca1-43bb-b636-c860b3d0b3f2,3.49,2.58
talismanofdominance,mirrodin,2.54,Talisman of Dominance,Mirrodin,991037a2-fea2-49f5-8ace-ebbf9f678cff,2.99,1.35
sisayweatherlightcaptain,modernhorizons,2.55,"Sisay, Weatherlight Captain",Modern Horizons,5a293c45-1e73-4527-be2f-2dcd5c47b610,2.79,2.19
relicoflegends,dominariaunited,2.55,Relic of Legends,Dominaria United,64a2809e-c441-416c-90ff-6fb1e246dff3,2.29,1.49
intothefloodmaw,bloomburrow,2.56,Into the Flood Maw,Bloomburrow,50b9575a-53d9-4df7-b86c-cda021107d3f,3.99,1.92
fellwarstone,,2.56,Fellwar Stone,Commander,f958b7d4-465d-4d31-a650-d946af7f9c22,3.49,2.81
gush,dueldecksjacevschandra,2.57,Gush,Duel Decks: Jace vs. Chandra,f205a94c-9a28-4a43-ba86-fa73112e360f,6.49,3.11
pathtoexile,conflux,2.57,Path to Exile,Conflux,29b7a8b1-b98e-483a-87a4-73bd831c03d4,3.49,2.52
thousandfacedshadow,kamigawaneondynasty,2.57,Thousand-Faced Shadow,Kamigawa: Neon Dynasty,89a698a5-f4ac-4b04-96dc-32e1eeef6ac7,2.79,1.19
buriedalive,odyssey,2.6,Buried Alive,Odyssey,7db3697e-a31b-45a5-b742-fdfb00ce3929,2.79,1.76
brainstorm,conspiracy,2.61,Brainstorm,Conspiracy,7d14cecb-c425-4812-8d36-aecc406763c4,2.79,1.66
commandtower,collectionblack,2.62,Command Tower,Commander Collection: Black,5d09a20e-ee6e-44f3-9e86-d35c10e00844,2.49,2.79
exoticorchard,conflux,2.62,Exotic Orchard,Conflux,6aae6480-4e71-4d94-a648-f80d3849d792,1.99,0.93
daze,eternalmasters,2.62,Daze,Eternal Masters,f05e9a3e-8a35-4687-85cb-e31b3927a5e2,2.49,1.35
greatfurnace,mirrodin,2.63,Great Furnace,Mirrodin,2877281d-c85d-4f32-b40d-828b93c4ee8e,4.99,2.96
magdabrazenoutlaw,kaldheim,2.63,"Magda, Brazen Outlaw",Kaldheim,079e6263-e54c-4899-a336-5315909b9322,3.49,3.07
anofferyoucantrefuse,foundations,2.64,An Offer You Can't Refuse,Foundations,a829747f-cf9b-4d81-ba66-9f0630ed4565,4.99,2.33
famishedworldsire,edgeofeternities,2.64,Famished Worldsire,Edge of Eternities,2934c9c8-d23a-462b-83d5-94e88c8663ac,4.49,2.08
aminatouthefateshifter,doublemasters2022,2.64,"Aminatou, the Fateshifter",Double Masters 2022,bc010302-e715-4946-89eb-a214e0b836ba,3.99,2.88
talismanofdominance,legendsbattleforbaldursgate,2.65,Talisman of Dominance,Commander Legends: Battle for Baldur's Gate,1ca2a0f9-b403-4d1e-961c-32b64bab81d0,2.79,2.14
angelsgrace,secretsofstrixhavenmysticalarchive,2.66,Angel's Grace,Secrets of Strixhaven: Mystical Archive,de0f22af-fb85-4178-8a35-ec3ff031f4df,3.99,2.56
fellwarstone,9thedition,2.69,Fellwar Stone,9th Edition,5a8fd20a-d26e-417f-b1b7-e7257cc5b22b,1.99,1.63
abruptdecay,timespiralremastered,2.72,Abrupt Decay,Time Spiral: Remastered,57010ba9-52be-484d-9976-7576c4ce48d0,4.49,2.85
darkpetition,magicorigins,2.72,Dark Petition,Magic Origins,e9df9c5e-7087-42b2-9001-c89d40a66c68,6.49,2.62
talismanofcreativity,fallout,2.72,Talisman of Creativity,Universes Beyond: Fallout,89d318b7-5c82-40a7-a63e-d8e72938624f,2.99,2.02
brainstorm,warhammer40000,2.73,Brainstorm,"Universes Beyond: Warhammer 40,000",b5ef365f-9472-4476-8538-fcfa6e55871d,2.99,1.92
rionyafiredancer,2021,2.74,"Rionya, Fire Dancer",Commander 2021,b1e92b9c-4234-436d-a741-37c5e45859e5,5.99,1.22
stormkilnartist,masters,2.74,Storm-Kiln Artist,Commander Masters,69825b24-f469-4b6a-890b-bfa571c9013b,2.49,1.5
balefulmastery,strixhavenschoolofmages,2.75,Baleful Mastery,Strixhaven: School of Mages,35f1a6ba-e46f-44fb-93f4-fb883d677b36,3.49,2.42
barbarianring,odyssey,2.75,Barbarian Ring,Odyssey,1809361e-ae1a-4c47-8464-e6496e94d962,3.99,2.07
necroticooze,scarsofmirrodin,2.76,Necrotic Ooze,Scars of Mirrodin,8af2c79f-a151-4628-90fe-c0ff7ccd9c2c,3.49,2.6
surgicalextraction,doublemasters2022,2.77,Surgical Extraction,Double Masters 2022,e15d76ac-1c23-4503-8225-375ac2bf2fb6,4.49,1.81
temporaltrespass,assassinscreed,2.78,Temporal Trespass,Universes Beyond: Assassin's Creed,7385611f-d26f-4a6e-b141-adcf3dbfc438,4.99,2.55
mountain,unstable,2.78,Mountain,Unstable,44c1a862-00fc-4e79-a83a-289fef81503a,2.49,2.59
metallicmimic,aetherrevolt,2.78,Metallic Mimic,Aether Revolt,1aa4eba9-9e91-4beb-9296-a18baa73a318,2.49,1.61
shivanreef,10thedition,2.79,Shivan Reef,10th Edition,d62ea973-7799-4179-9d36-60e2287feae7,5.99,2.91
llanowarwastes,9thedition,2.79,Llanowar Wastes,9th Edition,a7218c70-b170-4d23-b98f-f8fa29312994,6.99,2.98
lightningbolt,ravnicaclueedition,2.8,Lightning Bolt,Ravnica: Clue Edition,77c6fa74-5543-42ac-9ead-0e890b188e99,2.49,1.58
strikeitrich,modernhorizons2,2.8,Strike It Rich,Modern Horizons 2,1c7c2814-a617-4123-acdf-1b01b2768210,2.79,2.49
gravecrawler,jumpstart2022,2.81,Gravecrawler,Jumpstart 2022,128351fb-2ce0-4439-982a-9cc741936992,2.49,1.03
lightningbolt,anthologies,2.82,Lightning Bolt,Anthologies,52f85017-c88b-4302-96f2-e27b23fd702f,5.99,4.73
gush,dueldecksanthology,2.87,Gush,Duel Decks: Anthology,d4a3a921-3b7f-474c-b8c3-67a1a6ba5cc1,7.49,2.96
cripplingfear,masters,2.87,Crippling Fear,Commander Masters,713a28c0-0d12-4c62-bc91-59c2ddfc9ef8,1.29,1.67
sculptingsteel,warhammer40000,2.87,Sculpting Steel,"Universes Beyond: Warhammer 40,000",5cfa5564-47d8-48e7-a815-2a6cff683a52,2.99,2.44
simianspiritguide,masters25,2.89,Simian Spirit Guide,Masters 25,19f1ac65-aed8-4ac6-ba90-e088db6c1389,4.49,3.34
grafdiggerscage,darkascension,2.89,Grafdigger's Cage,Dark Ascension,2a6240e7-d3aa-40e9-a627-58e7bf62525c,4.49,2.22
swordstoplowshares,iconicmasters,2.9,Swords to Plowshares,Iconic Masters,f3a0ae49-8aca-44fe-abea-2cff92a6adbc,2.49,1.67
unmarkedgrave,modernhorizons2,2.9,Unmarked Grave,Modern Horizons 2,492b368b-de32-45c1-8459-238aae54f9fc,4.49,2.59
surgicalextraction,modernmasters2015,2.9,Surgical Extraction,Modern Masters 2015,6e438caf-9373-4de8-b4ac-212f5036e677,4.99,2.86
greatfurnace,dueldeckselvesvsinventors,2.93,Great Furnace,Duel Decks: Elves vs. Inventors,c91c6c79-8512-4318-822c-8eed96eecdaa,4.99,3.24
anofferyoucantrefuse,streetsofnewcapenna,2.93,An Offer You Can't Refuse,Streets of New Capenna,b9d349f3-5be2-4b1f-a4c3-ba94822cf0cf,4.49,2.24
goblinbombardment,dueldecksspeedvscunning,2.94,Goblin Bombardment,Duel Decks: Speed vs. Cunning,ef9fc225-71c0-4643-aac9-fe91abfb7bb1,4.49,2.87
geierreachsanitarium,2019,2.97,Geier Reach Sanitarium,Commander 2019,d922754a-37d0-42ec-9f55-134cf4f3bd1d,3.99,2.39
tayamluminousenigma,2020,2.98,"Tayam, Luminous Enigma",Commander 2020,05b837a2-5773-4340-87f9-b4d6a43deb27,9.49,3.17
memnite,scarsofmirrodin,2.98,Memnite,Scars of Mirrodin,469cc4e0-49c0-4009-97ea-28e44addec69,2.79,1.64
blinkmothnexus,darksteel,2.99,Blinkmoth Nexus,Darksteel,bf51c665-7823-4d6a-b1da-8c2d93dae10b,3.49,1.55
fyndhornelves,iceage,3.0,Fyndhorn Elves,Ice Age,3ba95ffa-990a-4013-98b7-5d8c0b34e9c4,4.49,3.14
aveninterrupter,outlawsofthunderjunction,3.02,Aven Interrupter,Outlaws of Thunder Junction,d3ca43a4-d194-440f-8099-f1fa103a108d,4.49,2.64
talismanofcreativity,legendsbattleforbaldursgate,3.02,Talisman of Creativity,Commander Legends: Battle for Baldur's Gate,28b4fea5-aa7b-40e7-a3c4-cb467af16b42,3.49,3.38
battlefieldforge,10thedition,3.03,Battlefield Forge,10th Edition,e0df1e5f-8cef-4e13-babf-4254a85ac46b,2.79,3.11
elvishspiritguide,dominariaremastered,3.04,Elvish Spirit Guide,Dominaria Remastered,50aded92-f934-441f-8e48-d68d471e70d8,2.49,2.52
necroticooze,doublemasters2022,3.04,Necrotic Ooze,Double Masters 2022,acc3557d-49c6-49cd-a540-1b24897f4e86,2.29,1.89
soullessjailer,phyrexiaallwillbeone,3.06,Soulless Jailer,Phyrexia: All Will Be One,bf9991fd-ea6a-4ed7-b5f1-46a95f8d0634,2.29,1.12
howlsquadheavy,aetherdrift,3.06,Howlsquad Heavy,Aetherdrift,df582f80-7b9a-4f71-95a9-70548ec7d2d7,3.99,1.5
cleverimpersonator,khansoftarkir,3.06,Clever Impersonator,Khans of Tarkir,cd8fffd3-81ad-47e3-a27b-d8059f2b506f,5.99,2.98
metallicmimic,innistradremastered,3.09,Metallic Mimic,Innistrad Remastered,9ad98263-9fe6-4766-a9fb-4776e570c250,4.49,2.18
archmageemeritus,strixhavenschoolofmages,3.1,Archmage Emeritus,Strixhaven: School of Mages,761df6cd-0928-4167-8902-58fdb50181a0,1.49,0.86
felltheprofane,modernhorizons3,3.1,Fell the Profane,Modern Horizons 3,a3cb782d-c459-468d-9779-9b5669abc337,5.99,2.96
llanowarwastes,10thedition,3.12,Llanowar Wastes,10th Edition,fa9d9e2d-6176-4593-b34a-c892a7b34695,6.49,3.25
buriedalive,weatherlight,3.12,Buried Alive,Weatherlight,56b92eb5-72b0-46b4-8b16-8a7a7ac80f56,4.49,3.36
