,tcgplayer,cardkingdom,manapool,name,set,nk
631606,0.2,0.35,0.15,Town Greeter,FINAL FANTASY,towngreeter
633403,0.32,0.49,0.15,"Vaan, Street Thief",FINAL FANTASY,vaanstreetthief
631015,36.88,44.99,38.02,Vivi Ornitier,FINAL FANTASY,viviornitier
624178,0.35,0.35,0.15,Abrade,Commander: Tarkir: Dragonstorm,abrade
624277,2.64,4.49,2.22,Ainok Strike Leader,Commander: Tarkir: Dragonstorm,ainokstrikeleader
624158,0.44,1.79,0.46,Archmage Emeritus,Commander: Tarkir: Dragonstorm,archmageemeritus
624048,0.57,0.99,0.4,Arcane Signet,Commander: Tarkir: Dragonstorm,arcanesignet
624204,0.34,0.79,0.19,Battlefield Forge,Commander: Tarkir: Dragonstorm,battlefieldforge
624303,0.42,0.59,0.15,Bitter Triumph,Commander: Tarkir: Dragonstorm,bittertriumph
624928,0.9,1.99,0.89,Blasphemous Act,Commander: Tarkir: Dragonstorm,blasphemousact
624929,0.39,0.79,0.31,Chaos Warp,Commander: Tarkir: Dragonstorm,chaoswarp
623982,0.34,0.99,0.25,Command Tower,Commander: Tarkir: Dragonstorm,commandtower
624449,8.65,11.99,7.75,Command Beacon,Commander: Tarkir: Dragonstorm,commandbeacon
624180,3.23,4.99,2.57,Curse of Opulence,Commander: Tarkir: Dragonstorm,curseofopulence
624420,5.09,6.49,4.89,Dauthi Voidwalker,Commander: Tarkir: Dragonstorm,dauthivoidwalker
624456,0.92,1.49,0.67,Dreamroot Cascade,Commander: Tarkir: Dragonstorm,dreamrootcascade
624207,0.23,0.59,0.15,Exotic Orchard,Commander: Tarkir: Dragonstorm,exoticorchard
624630,0.41,0.79,0.25,Faeburrow Elder,Commander: Tarkir: Dragonstorm,faeburrowelder
624374,0.87,1.49,0.71,Fellwar Stone,Commander: Tarkir: Dragonstorm,fellwarstone
624419,1.4,1.99,0.63,Gravecrawler,Commander: Tarkir: Dragonstorm,gravecrawler
624468,1.21,,0.67,Llanowar Wastes,Commander: Tarkir: Dragonstorm,llanowarwastes
624332,0.32,0.49,0.23,Loyal Apprentice,Commander: Tarkir: Dragonstorm,loyalapprentice
624156,2.13,3.99,2.04,Narset's Reversal,Commander: Tarkir: Dragonstorm,narsetsreversal
624167,0.21,0.49,0.15,Opt,Commander: Tarkir: Dragonstorm,opt
624168,1.56,4.49,2.02,Ponder,Commander: Tarkir: Dragonstorm,ponder
624170,0.47,1.29,0.53,Preordain,Commander: Tarkir: Dragonstorm,preordain
624319,1.36,3.49,1.09,Shattered Sanctum,Commander: Tarkir: Dragonstorm,shatteredsanctum
624216,0.33,0.79,0.28,Shivan Reef,Commander: Tarkir: Dragonstorm,shivanreef
624049,1.44,2.79,1.42,Sol Ring,Commander: Tarkir: Dragonstorm,solring
624435,0.28,0.79,0.15,Stitcher's Supplier,Commander: Tarkir: Dragonstorm,stitcherssupplier
624187,1.86,2.79,1.52,Storm-Kiln Artist,Commander: Tarkir: Dragonstorm,stormkilnartist
624152,1.44,2.49,1.4000000000000001,Swords to Plowshares,Commander: Tarkir: Dragonstorm,swordstoplowshares
624346,0.49,0.99,0.39,Talisman of Hierarchy,Commander: Tarkir: Dragonstorm,talismanofhierarchy
624968,3.49,2.99,2.52,Talisman of Creativity,Commander: Tarkir: Dragonstorm,talismanofcreativity
624201,0.32,0.99,0.34,Talisman of Progress,Commander: Tarkir: Dragonstorm,talismanofprogress
624196,1.13,4.49,0.9,"Veyran, Voice of Duality",Commander: Tarkir: Dragonstorm,veyranvoiceofduality
624619,0.26,0.49,0.15,Wall of Roots,Commander: Tarkir: Dragonstorm,wallofroots
624984,0.39,0.69,0.26,Yavimaya Coast,Commander: Tarkir: Dragonstorm,yavimayacoast
624138,0.47,0.49,0.15,Awaken the Honored Dead,Tarkir: Dragonstorm,awakenthehonoreddead
624539,2.06,3.49,1.56,Clarion Conqueror,Tarkir: Dragonstorm,clarionconqueror
624261,1.14,2.49,0.45,Cori Mountain Monastery,Tarkir: Dragonstorm,corimountainmonastery
625012,0.19,0.35,0.15,Dispelling Exhale,Tarkir: Dragonstorm,dispellingexhale
624139,12.23,12.99,11.450000000000001,Dracogenesis,Tarkir: Dragonstorm,dracogenesis
623882,38.92,47.99,36.04,"Elspeth, Storm Slayer",Tarkir: Dragonstorm,elspethstormslayer
625133,0.28,0.49,0.15,"Felothar, Dawn of the Abzan",Tarkir: Dragonstorm,felothardawnoftheabzan
619636,0.63,0.99,0.15,Inevitable Defeat,Tarkir: Dragonstorm,inevitabledefeat
625135,6.36,8.99,4.34,Jeskai Revelation,Tarkir: Dragonstorm,jeskairevelation
624266,0.29,0.49,0.15,Kishla Village,Tarkir: Dragonstorm,kishlavillage
623887,1.68,2.49,1.03,Marang River Regent,Tarkir: Dragonstorm,marangriverregent
624397,0.18,0.35,0.15,Mardu Devotee,Tarkir: Dragonstorm,mardudevotee
624267,8.07,13.99,7.49,Mistrise Village,Tarkir: Dragonstorm,mistrisevillage
624738,5.22,6.99,4.08,Nature's Rhythm,Tarkir: Dragonstorm,naturesrhythm
624270,0.34,0.59,0.15,Opulent Palace,Tarkir: Dragonstorm,opulentpalace
623890,0.3,0.35,0.15,Rakshasa's Bargain,Tarkir: Dragonstorm,rakshasasbargain
623889,1.94,2.49,1.03,Qarsi Revenant,Tarkir: Dragonstorm,qarsirevenant
624680,0.53,0.49,0.16,Sage of the Skies,Tarkir: Dragonstorm,sageoftheskies
619639,0.2,0.35,0.15,Skirmish Rhino,Tarkir: Dragonstorm,skirmishrhino
624592,0.28,0.39,0.15,Snakeskin Veil,Tarkir: Dragonstorm,snakeskinveil
625197,0.83,0.79,0.15,Strategic Betrayal,Tarkir: Dragonstorm,strategicbetrayal
624252,1.11,0.99,0.15,"Surrak, Elusive Hunter",Tarkir: Dragonstorm,surrakelusivehunter
623897,16.98,27.99,17.44,Voice of Victory,Tarkir: Dragonstorm,voiceofvictory
625027,2.23,2.79,1.46,Warden of the Grove,Tarkir: Dragonstorm,wardenofthegrove
624067,1.64,2.29,0.73,Winternight Stories,Tarkir: Dragonstorm,winternightstories
625744,0.39,0.79,0.4,Awaken the Honored Dead,Promo Pack: Tarkir: Dragonstorm,awakenthehonoreddead
625770,0.39,2.79,0.8200000000000001,Cori Mountain Monastery,Promo Pack: Tarkir: Dragonstorm,corimountainmonastery
625718,2.06,3.99,2.71,Clarion Conqueror,Promo Pack: Tarkir: Dragonstorm,clarionconqueror
625701,12.01,13.99,13.33,Dracogenesis,Promo Pack: Tarkir: Dragonstorm,dracogenesis
625697,37.05,47.99,38.550000000000004,"Elspeth, Storm Slayer",Promo Pack: Tarkir: Dragonstorm,elspethstormslayer
625748,0.26,0.49,0.19,"Felothar, Dawn of the Abzan",Promo Pack: Tarkir: Dragonstorm,felothardawnoftheabzan
625753,0.4,0.79,0.2,Inevitable Defeat,Promo Pack: Tarkir: Dragonstorm,inevitabledefeat
625709,3.02,,7.36,Jeskai Revelation,Promo Pack: Tarkir: Dragonstorm,jeskairevelation
625773,0.36,0.49,0.39,Kishla Village,Promo Pack: Tarkir: Dragonstorm,kishlavillage
625724,1.59,2.79,2.22,Marang River Regent,Promo Pack: Tarkir: Dragonstorm,marangriverregent
625775,8.29,13.99,9.200000000000001,Mistrise Village,Promo Pack: Tarkir: Dragonstorm,mistrisevillage
625741,4.49,6.99,4.58,Nature's Rhythm,Promo Pack: Tarkir: Dragonstorm,naturesrhythm
625729,1.49,2.79,1.55,Qarsi Revenant,Promo Pack: Tarkir: Dragonstorm,qarsirevenant
625719,0.36,0.69,0.31,Sage of the Skies,Promo Pack: Tarkir: Dragonstorm,sageoftheskies
623947,0.54,,0.46,Strategic Betrayal,Promo Pack: Tarkir: Dragonstorm,strategicbetrayal
625742,0.46,0.99,0.5,"Surrak, Elusive Hunter",Promo Pack: Tarkir: Dragonstorm,surrakelusivehunter
625721,18.66,27.99,18.54,Voice of Victory,Promo Pack: Tarkir: Dragonstorm,voiceofvictory
625743,1.64,2.99,1.7,Warden of the Grove,Promo Pack: Tarkir: Dragonstorm,wardenofthegrove
625727,2.39,4.49,5.19,Winternight Stories,Promo Pack: Tarkir: Dragonstorm,winternightstories
616077,0.27,0.35,0.15,Ancient Vendetta,Aetherdrift,ancientvendetta
614270,1.13,0.99,0.19,Bloodghast,Aetherdrift,bloodghast
614401,9.95,14.99,9.34,Bleachbone Verge,Aetherdrift,bleachboneverge
615614,0.27,0.35,0.15,Bounce Off,Aetherdrift,bounceoff
596628,5.86,,5.19,Brightglass Gearhulk,Aetherdrift,brightglassgearhulk
616114,0.33,0.59,0.15,Broadside Barrage,Aetherdrift,broadsidebarrage
615634,0.39,0.69,0.15,Burnout Bashtronaut,Aetherdrift,burnoutbashtronaut
615239,0.3,0.99,0.15,Dredger's Insight,Aetherdrift,dredgersinsight
615912,3.07,4.49,1.45,Howlsquad Heavy,Aetherdrift,howlsquadheavy
610768,0.37,0.49,0.15,Lifecraft Engine,Aetherdrift,lifecraftengine
615648,1.0,1.29,0.2,Lumbering Worldwagon,Aetherdrift,lumberingworldwagon
614498,0.49,1.29,0.35000000000000003,Marauding Mako,Aetherdrift,maraudingmako
614563,0.4,0.39,0.15,Momentum Breaker,Aetherdrift,momentumbreaker
614344,1.25,1.99,0.48,Oildeep Gearhulk,Aetherdrift,oildeepgearhulk
614418,20.19,27.99,20.1,Riverpyre Verge,Aetherdrift,riverpyreverge
616098,0.15,0.35,0.15,Skycrash,Aetherdrift,skycrash
616070,0.32,0.35,0.15,Spell Pierce,Aetherdrift,spellpierce
615236,1.33,3.99,0.21,Stock Up,Aetherdrift,stockup
614431,9.68,13.99,9.89,Wastewood Verge,Aetherdrift,wastewoodverge
614435,6.78,9.99,5.8,Willowrush Verge,Aetherdrift,willowrushverge
615171,0.89,2.29,0.72,Blasphemous Act,Commander: Aetherdrift,blasphemousact
615184,0.37,0.79,0.2,Chaos Warp,Commander: Aetherdrift,chaoswarp
615163,0.33,0.59,0.15,Exotic Orchard,Commander: Aetherdrift,exoticorchard
615096,1.0,1.99,0.7000000000000001,Gravecrawler,Commander: Aetherdrift,gravecrawler
615148,0.29,0.49,0.2,Loyal Apprentice,Commander: Aetherdrift,loyalapprentice
615110,1.28,2.29,1.1300000000000001,Maskwood Nexus,Commander: Aetherdrift,maskwoodnexus
615168,0.43,1.29,0.2,Ornithopter of Paradise,Commander: Aetherdrift,ornithopterofparadise
615226,0.43,1.29,0.2,Reckless Fireweaver,Commander: Aetherdrift,recklessfireweaver
615213,0.37,0.79,0.2,Shivan Reef,Commander: Aetherdrift,shivanreef
615211,0.35,0.59,0.18,Spire of Industry,Commander: Aetherdrift,spireofindustry
615199,0.24,0.49,0.15,Soul-Guide Lantern,Commander: Aetherdrift,soulguidelantern
615190,0.39,0.99,0.2,Talisman of Curiosity,Commander: Aetherdrift,talismanofcuriosity
615067,1.63,2.79,1.52,Talisman of Dominance,Commander: Aetherdrift,talismanofdominance
615048,0.55,1.29,0.33,Talisman of Hierarchy,Commander: Aetherdrift,talismanofhierarchy
615059,1.21,2.49,1.44,Swords to Plowshares,Commander: Aetherdrift,swordstoplowshares
615181,1.03,2.49,1.04,Treasure Vault,Commander: Aetherdrift,treasurevault
615049,1.06,3.99,1.6300000000000001,Underground River,Commander: Aetherdrift,undergroundriver
615192,0.37,0.79,0.2,Yavimaya Coast,Commander: Aetherdrift,yavimayacoast
616858,1.77,1.49,2.09,Bloodghast,Promo Pack: Aetherdrift,bloodghast
616914,10.39,19.99,,Bleachbone Verge,Promo Pack: Aetherdrift,bleachboneverge
616887,5.34,,11.450000000000001,Brightglass Gearhulk,Promo Pack: Aetherdrift,brightglassgearhulk
616868,1.01,0.69,1.04,Burnout Bashtronaut,Promo Pack: Aetherdrift,burnoutbashtronaut
616876,3.2,3.99,2.77,Howlsquad Heavy,Promo Pack: Aetherdrift,howlsquadheavy
616910,0.42,1.29,0.41000000000000003,Lifecraft Engine,Promo Pack: Aetherdrift,lifecraftengine
614499,2.48,,1.45,Marauding Mako,Promo Pack: Aetherdrift,maraudingmako
616880,1.06,0.99,0.61,Lumbering Worldwagon,Promo Pack: Aetherdrift,lumberingworldwagon
616900,2.6,5.99,2.6,Oildeep Gearhulk,Promo Pack: Aetherdrift,oildeepgearhulk
616916,21.76,29.99,25.0,Riverpyre Verge,Promo Pack: Aetherdrift,riverpyreverge
616918,10.05,22.99,17.76,Wastewood Verge,Promo Pack: Aetherdrift,wastewoodverge
616919,10.92,11.99,11.370000000000001,Willowrush Verge,Promo Pack: Aetherdrift,willowrushverge
609618,0.22,0.35,0.15,Abrade,Innistrad Remastered,abrade
609825,15.29,,12.24,Cryptolith Rite,Innistrad Remastered,cryptolithrite
609809,6.2,6.49,3.74,Deathcap Glade,Innistrad Remastered,deathcapglade
609824,1.54,,1.1,Dreamroot Cascade,Innistrad Remastered,dreamrootcascade
609895,3.87,5.49,2.95,Eldritch Evolution,Innistrad Remastered,eldritchevolution
609704,1.6,2.79,0.92,Gravecrawler,Innistrad Remastered,gravecrawler
609969,1.58,1.99,0.92,Heartless Summoning,Innistrad Remastered,heartlesssummoning
609763,6.36,8.49,5.21,Hullbreaker Horror,Innistrad Remastered,hullbreakerhorror
609649,0.37,0.69,0.15,Maelstrom Pulse,Innistrad Remastered,maelstrompulse
610031,3.09,4.49,2.18,Metallic Mimic,Innistrad Remastered,metallicmimic
610803,2.42,2.99,2.5100000000000002,Shattered Sanctum,Innistrad Remastered,shatteredsanctum
609885,3.53,3.99,3.21,Stormcarved Coast,Innistrad Remastered,stormcarvedcoast
609889,4.28,3.99,3.09,Sundown Pass,Innistrad Remastered,sundownpass
610024,4.92,6.49,4.38,Temporal Mastery,Innistrad Remastered,temporalmastery
600473,27.71,29.99,25.97,The Meathook Massacre,Innistrad Remastered,themeathookmassacre
600501,0.31,0.35,0.15,Young Wolf,Innistrad Remastered,youngwolf
591105,,,,Arcane Signet,Commander: Foundations,arcanesignet
591108,,,,Command Tower,Commander: Foundations,commandtower
591107,,,,Sol Ring,Commander: Foundations,solring
591656,0.21,0.35,0.15,Abrade,Foundations,abrade
591075,,,,Adaptive Automaton,Foundations,adaptiveautomaton
590828,2.84,4.49,2.2800000000000002,An Offer You Can't Refuse,Foundations,anofferyoucantrefuse
591690,0.28,0.35,0.15,Axgard Cavalry,Foundations,axgardcavalry
589328,35.1,42.99,34.550000000000004,Bloodthirsty Conqueror,Foundations,bloodthirstyconqueror
591021,2.43,4.99,2.81,Bolt Bend,Foundations,boltbend
590106,0.28,0.35,0.15,Burst Lightning,Foundations,burstlightning
591758,0.27,0.59,0.15,Bushwhack,Foundations,bushwhack
591689,0.33,0.59,0.15,Cancel,Foundations,cancel
557922,0.91,1.29,0.26,Day of Judgment,Foundations,dayofjudgment
589332,0.12,0.39,0.15,Deathmark,Foundations,deathmark
591093,0.25,0.49,0.15,Demolition Field,Foundations,demolitionfield
589335,0.13,0.35,0.15,Duress,Foundations,duress
591303,0.15,0.35,0.15,Essence Scatter,Foundations,essencescatter
591079,,,,Expedition Map,Foundations,expeditionmap
591169,0.34,0.69,0.15,Extravagant Replication,Foundations,extravagantreplication
589338,0.12,0.49,0.15,Flashfreeze,Foundations,flashfreeze
590835,4.73,8.99,4.16,High Fae Trickster,Foundations,highfaetrickster
557921,0.31,0.99,0.15,Llanowar Elves,Foundations,llanowarelves
589351,0.19,0.49,0.15,Maelstrom Pulse,Foundations,maelstrompulse
589354,10.2,16.99,9.47,Mossborn Hydra,Foundations,mossbornhydra
589356,,,,Negate,Foundations,negate
557923,5.96,8.49,5.34,Omniscience,Foundations,omniscience
591683,0.14,0.35,0.15,Opt,Foundations,opt
589772,0.27,0.49,0.15,Scavenging Ooze,Foundations,scavengingooze
591641,0.28,0.39,0.15,Secluded Courtyard,Foundations,secludedcourtyard
589769,0.37,0.59,0.15,Slagstorm,Foundations,slagstorm
591849,0.29,0.39,0.15,Snakeskin Veil,Foundations,snakeskinveil
589366,0.21,0.59,0.15,Soul-Guide Lantern,Foundations,soulguidelantern
591327,0.55,0.99,0.17,Soulstone Sanctuary,Foundations,soulstonesanctuary
591779,1.14,1.49,0.46,Thousand-Year Storm,Foundations,thousandyearstorm
591087,0.15,0.35,0.15,Three Tree Mascot,Foundations,threetreemascot
591019,0.23,,0.15,Vile Entomber,Foundations,vileentomber
591020,1.58,3.99,2.04,Wishclaw Talisman,Foundations,wishclawtalisman
590169,0.27,0.59,0.15,Bushwhack,Foundations Jumpstart,bushwhack
590798,0.81,2.29,0.8300000000000001,Combat Celebrant,Foundations Jumpstart,combatcelebrant
590537,0.35,0.69,0.26,Faerie Seer,Foundations Jumpstart,faerieseer
589845,0.34,0.59,0.16,Gingerbrute,Foundations Jumpstart,gingerbrute
590545,0.45,1.49,0.36,Goblin Rabblemaster,Foundations Jumpstart,goblinrabblemaster
590519,0.35,0.69,0.26,Llanowar Elves,Foundations Jumpstart,llanowarelves
590526,5.67,6.99,4.5,Lotus Cobra,Foundations Jumpstart,lotuscobra
590507,0.22,0.39,0.15,Opt,Foundations Jumpstart,opt
590123,0.44,1.29,0.4,Ornithopter of Paradise,Foundations Jumpstart,ornithopterofparadise
590741,0.3,0.69,0.25,"Rishkar, Peema Renegade",Foundations Jumpstart,rishkarpeemarenegade
590713,2.35,5.49,2.43,Ruthless Technomancer,Foundations Jumpstart,ruthlesstechnomancer
590309,0.7,1.79,0.5,Seat of the Synod,Foundations Jumpstart,seatofthesynod
590510,0.25,0.35,0.15,Shock,Foundations Jumpstart,shock
590780,0.3,0.39,0.15,Snakeskin Veil,Foundations Jumpstart,snakeskinveil
578053,14.42,21.99,13.8,Abhorrent Oculus,Duskmourn: House of Horror,abhorrentoculus
576512,8.18,12.99,8.9,Blazemire Verge,Duskmourn: House of Horror,blazemireverge
578347,0.23,0.35,0.15,Broodspinner,Duskmourn: House of Horror,broodspinner
562745,0.91,0.99,0.2,Doomsday Excruciator,Duskmourn: House of Horror,doomsdayexcruciator
575047,4.05,6.99,3.87,Enduring Innocence,Duskmourn: House of Horror,enduringinnocence
575157,6.9,8.99,5.24,Enduring Curiosity,Duskmourn: House of Horror,enduringcuriosity
562746,11.73,16.99,11.98,Enduring Tenacity,Duskmourn: House of Horror,enduringtenacity
578080,15.42,16.99,18.740000000000002,Enduring Vitality,Duskmourn: House of Horror,enduringvitality
576514,7.49,11.99,7.83,Floodfarm Verge,Duskmourn: House of Horror,floodfarmverge
576874,0.41,0.69,0.15,Floodpits Drowner,Duskmourn: House of Horror,floodpitsdrowner
575273,3.93,5.99,2.93,Ghost Vacuum,Duskmourn: House of Horror,ghostvacuum
578879,0.34,0.49,0.15,Get Out,Duskmourn: House of Horror,getout
576518,10.14,12.99,9.1,Gloomlake Verge,Duskmourn: House of Horror,gloomlakeverge
576520,7.46,10.99,6.83,Hushwood Verge,Duskmourn: House of Horror,hushwoodverge
575076,9.32,16.99,8.33,"Kaito, Bane of Nightmares",Duskmourn: House of Horror,kaitobaneofnightmares
575262,0.59,0.79,0.16,Leyline of the Void,Duskmourn: House of Horror,leylineofthevoid
578074,3.54,4.99,3.3200000000000003,"Marvin, Murderous Mimic",Duskmourn: House of Horror,marvinmurderousmimic
557277,0.51,0.79,0.15,Nowhere to Run,Duskmourn: House of Horror,nowheretorun
578886,20.32,24.99,19.09,Overlord of the Balemurk,Duskmourn: House of Horror,overlordofthebalemurk
575291,0.28,0.35,0.15,Pyroclasm,Duskmourn: House of Horror,pyroclasm
579339,0.35,0.49,0.15,Roaring Furnace // Steaming Sauna,Duskmourn: House of Horror,roaringfurnacesteamingsauna
578877,1.35,2.79,0.92,Sheltered by Ghosts,Duskmourn: House of Horror,shelteredbyghosts
575054,1.65,2.49,1.53,Split Up,Duskmourn: House of Horror,splitup
575080,0.9,0.69,0.36,The Jolly Balloon Man,Duskmourn: House of Horror,thejollyballoonman
576504,8.43,11.99,7.45,Untimely Malfunction,Duskmourn: House of Horror,untimelymalfunction
575065,14.49,22.99,15.1,"Valgavoth, Terror Eater",Duskmourn: House of Horror,valgavothterroreater
577861,1.23,0.99,0.44,Arcane Signet,Commander: Duskmourn: House of Horror,arcanesignet
577808,16.21,18.99,12.5,"Ashaya, Soul of the Wild",Commander: Duskmourn: House of Horror,ashayasoulofthewild
578952,0.91,1.99,0.78,Blasphemous Act,Commander: Duskmourn: House of Horror,blasphemousact
578953,1.54,2.49,1.47,Brainstorm,Commander: Duskmourn: House of Horror,brainstorm
579000,4.52,5.99,4.22,"Braids, Arisen Nightmare",Commander: Duskmourn: House of Horror,braidsarisennightmare
578966,0.49,0.99,0.31,Chaos Warp,Commander: Duskmourn: House of Horror,chaoswarp
577883,0.38,0.69,0.25,Command Tower,Commander: Duskmourn: House of Horror,commandtower
579029,0.85,0.59,0.15,Culling Ritual,Commander: Duskmourn: House of Horror,cullingritual
579308,3.55,3.99,2.31,Dryad Arbor,Commander: Duskmourn: House of Horror,dryadarbor
579310,0.25,0.59,0.15,Exotic Orchard,Commander: Duskmourn: House of Horror,exoticorchard
578957,0.35,0.69,0.15,Extravagant Replication,Commander: Duskmourn: House of Horror,extravagantreplication
579090,1.39,1.49,0.81,Fellwar Stone,Commander: Duskmourn: House of Horror,fellwarstone
578915,5.7,7.49,4.48,Gleeful Arsonist,Commander: Duskmourn: House of Horror,gleefularsonist
579034,5.58,2.29,1.07,Gray Merchant of Asphodel,Commander: Duskmourn: House of Horror,graymerchantofasphodel
578921,8.67,9.99,6.24,Kederekt Parasite,Commander: Duskmourn: House of Horror,kederektparasite
579324,0.47,1.29,0.51,Llanowar Wastes,Commander: Duskmourn: House of Horror,llanowarwastes
578980,0.34,0.59,0.19,Light Up the Stage,Commander: Duskmourn: House of Horror,lightupthestage
579099,0.34,0.69,0.22,Mind Stone,Commander: Duskmourn: House of Horror,mindstone
578967,2.52,3.99,1.54,Mirrormade,Commander: Duskmourn: House of Horror,mirrormade
579064,5.51,8.49,5.19,Professor Onyx,Commander: Duskmourn: House of Horror,professoronyx
578974,2.48,3.49,1.9000000000000001,Ponder,Commander: Duskmourn: House of Horror,ponder
579066,9.09,13.99,8.66,Reanimate,Commander: Duskmourn: House of Horror,reanimate
579111,0.32,0.49,0.15,Scavenging Ooze,Commander: Duskmourn: House of Horror,scavengingooze
577866,1.81,2.49,1.46,Sol Ring,Commander: Duskmourn: House of Horror,solring
579336,1.75,2.29,1.32,Sulfurous Springs,Commander: Duskmourn: House of Horror,sulfuroussprings
579070,0.36,0.79,0.2,Stitcher's Supplier,Commander: Duskmourn: House of Horror,stitcherssupplier
578992,1.27,2.49,1.56,Swords to Plowshares,Commander: Duskmourn: House of Horror,swordstoplowshares
579115,3.71,3.49,2.81,Talisman of Indulgence,Commander: Duskmourn: House of Horror,talismanofindulgence
579359,1.6,3.49,1.6300000000000001,Underground River,Commander: Duskmourn: House of Horror,undergroundriver
578922,2.71,2.79,1.35,Vial Smasher the Fierce,Commander: Duskmourn: House of Horror,vialsmasherthefierce
577867,0.37,0.69,0.27,Yavimaya Coast,Commander: Duskmourn: House of Horror,yavimayacoast
580718,13.18,21.99,14.5,Abhorrent Oculus,Promo Pack: Duskmourn: House of Horror,abhorrentoculus
580764,9.52,13.99,8.85,Blazemire Verge,Promo Pack: Duskmourn: House of Horror,blazemireverge
580731,4.31,7.49,4.48,Enduring Innocence,Promo Pack: Duskmourn: House of Horror,enduringinnocence
580744,14.58,16.99,15.93,Enduring Tenacity,Promo Pack: Duskmourn: House of Horror,enduringtenacity
580743,1.08,1.49,1.04,Doomsday Excruciator,Promo Pack: Duskmourn: House of Horror,doomsdayexcruciator
580737,6.45,8.99,6.87,Enduring Curiosity,Promo Pack: Duskmourn: House of Horror,enduringcuriosity
